Date,Open,High,Low,Last,Close,Volume
2021-02-09,631.35,643.2,628.6,631.55,633.35,27155615.0
2021-02-10,633.35,638.2,626.4,632.5,632.15,23967387.0
2021-02-11,626.75,633.6,624.1,631.25,630.65,16072702.0
2021-02-12,629.9,649.9,629.4,647.05,647.6,19049709.0
2021-02-15,655.0,676.8,652.0,674.6,673.95,27155194.0
2021-02-16,673.4,679.4,649.55,658.15,658.35,24966739.0
2021-02-17,654.8,664.95,649.35,654.5,657.35,21684753.0
2021-02-18,650.0,652.4,637.6,644.9,644.65,27845347.0
2021-02-19,635.5,635.5,619.0,625.4,624.05,24055811.0
2021-02-22,622.0,629.3,607.3,608.95,609.85,27092321.0
2021-02-23,614.75,623.05,609.05,614.05,616.3,23534585.0
2021-02-24,615.1,645.0,615.1,640.0,641.1,17762047.0
2021-02-25,642.7,648.4,626.3,629.0,628.0,38571809.0
2021-02-26,615.0,615.0,590.9,597.25,597.75,57349273.0
2021-03-01,607.55,611.85,600.2,609.5,608.35,21527318.0
2021-03-02,610.0,616.5,599.0,610.95,610.5,24051433.0
2021-03-03,618.0,633.75,613.85,632.0,632.1,21036174.0
2021-03-04,618.75,630.9,615.8,621.8,620.75,25057198.0
2021-03-05,613.2,614.7,601.5,611.6,609.45,26645968.0
2021-03-08,611.6,616.0,601.15,608.5,608.05,19632433.0
2021-03-09,614.85,628.35,612.3,624.05,625.1,23056249.0
2021-03-10,628.75,630.5,621.8,626.0,625.6,15838994.0
2021-03-12,631.45,638.0,608.35,613.45,612.85,21757862.0
2021-03-15,611.9,612.85,590.6,603.65,603.5,24348723.0
2021-03-16,606.85,607.0,593.65,594.6,594.95,17925629.0
2021-03-17,597.55,603.65,587.0,587.0,589.5,20214082.0
2021-03-18,594.75,601.4,575.5,579.8,578.6,22776537.0
2021-03-19,575.2,588.9,570.0,587.0,586.65,29162618.0
2021-03-22,586.85,586.85,569.5,573.7,573.45,21755401.0
2021-03-23,576.0,589.25,574.3,586.0,586.4,29486417.0
2021-03-24,580.0,580.55,565.0,569.2,567.5,24434219.0
2021-03-25,568.1,579.0,557.1,570.6,571.55,27170186.0
2021-03-26,584.5,584.5,574.3,580.0,578.55,20724410.0
2021-03-30,582.0,593.1,582.0,591.6,591.45,28012288.0
2021-03-31,586.0,589.65,579.0,582.75,582.1,20119972.0
2021-04-01,587.55,596.1,580.2,594.75,594.4,15631940.0
2021-04-05,592.0,592.0,563.5,572.0,571.25,23260127.0
2021-04-06,574.7,578.5,564.4,567.35,565.9,23284697.0
2021-04-07,566.55,580.0,559.4,576.75,577.65,23984399.0
2021-04-08,582.0,585.85,573.3,576.7,576.7,19262565.0
2021-04-09,573.95,579.0,565.0,565.95,566.2,23239564.0
2021-04-12,551.4,551.95,531.15,540.9,538.55,26601702.0
2021-04-13,541.0,563.8,537.85,559.6,560.6,25445897.0
2021-04-15,565.95,576.75,554.15,575.75,575.2,37614884.0
2021-04-16,574.6,577.75,564.1,565.05,566.95,24045008.0
2021-04-19,550.0,562.3,534.4,560.4,559.75,28526176.0
2021-04-20,565.2,572.65,552.6,558.4,559.1,24425842.0
2021-04-22,552.0,580.6,546.9,578.4,579.2,34942633.0
2021-04-23,569.9,580.5,567.05,567.5,569.95,33749097.0
2021-04-26,602.0,605.5,588.0,588.7,591.1,62584522.0
2021-04-27,593.25,601.95,591.1,599.0,598.75,24239685.0
2021-04-28,598.0,622.8,598.0,619.7,621.35,33292864.0
2021-04-29,622.55,628.45,609.0,621.0,621.45,34537860.0
2021-04-30,610.1,616.35,598.1,599.7,600.5,23653258.0
2021-05-03,592.55,598.85,587.5,598.3,596.75,18010557.0
2021-05-04,596.65,608.0,589.0,592.0,591.55,15115127.0
2021-05-05,595.3,604.8,584.7,604.0,602.8,17253943.0
2021-05-06,602.8,610.85,599.25,609.95,608.2,16949763.0
2021-05-07,612.0,614.8,603.7,607.35,607.1,10941083.0
2021-05-10,611.0,617.0,611.0,614.05,613.25,12060808.0
2021-05-11,606.4,612.9,603.25,607.95,609.85,13818480.0
2021-05-12,603.2,606.65,593.2,595.15,594.75,14785569.0
2021-05-14,592.0,601.95,591.1,596.5,597.3,12675754.0
2021-05-17,603.25,624.5,601.2,623.9,623.6,20453101.0
2021-05-18,628.0,635.5,626.0,633.7,633.2,19242627.0
2021-05-19,627.1,634.0,623.35,624.45,625.45,13911576.0
2021-05-20,628.05,632.9,616.65,619.4,618.6,13900762.0
2021-05-21,622.3,643.95,622.3,642.8,642.45,23975898.0
2021-05-24,643.25,653.45,638.0,645.05,647.35,20323003.0
2021-05-25,650.1,652.0,642.5,649.25,650.3,14884778.0
2021-05-26,649.35,656.65,643.3,653.85,652.5,14487031.0
2021-05-27,651.1,656.5,648.1,653.55,652.25,23349546.0
2021-05-28,658.05,660.0,639.25,645.65,643.05,14191446.0
2021-05-31,643.75,665.0,643.75,662.35,662.75,21786138.0
2021-06-01,664.55,664.9,648.35,650.7,650.1,14123196.0
2021-06-02,648.5,649.35,641.1,649.0,648.35,16025108.0
2021-06-03,653.45,653.65,644.75,650.15,650.25,11805702.0
2021-06-04,653.0,654.9,639.4,643.65,642.7,15111572.0
2021-06-07,645.2,650.0,644.25,646.8,648.2,7556341.0
2021-06-08,648.0,648.0,637.4,642.95,642.4,11912935.0
2021-06-09,644.4,645.6,628.8,636.0,636.1,15823094.0
2021-06-10,635.45,642.4,631.0,641.0,640.4,10712418.0
2021-06-11,644.0,644.55,631.5,636.3,635.7,9015059.0
2021-06-14,635.7,636.1,623.35,634.5,635.15,10170497.0
2021-06-15,636.35,646.2,636.0,644.4,645.3,11039987.0
2021-06-16,644.9,649.2,637.6,639.15,640.1,8601339.0
2021-06-17,633.05,637.55,626.7,631.55,633.0,9720060.0
2021-06-18,632.6,636.6,620.7,634.25,630.4,13820690.0
2021-06-21,622.85,633.1,616.25,630.4,631.25,13407446.0
2021-06-22,635.0,644.1,629.55,630.4,630.85,15270093.0
2021-06-23,633.75,635.0,623.45,625.05,624.7,10950633.0
2021-06-24,627.0,636.3,624.45,635.0,634.05,12815724.0
2021-06-25,636.1,650.0,636.1,648.75,649.0,14785922.0
2021-06-28,651.0,653.0,646.15,650.25,650.3,12093491.0
2021-06-29,646.3,648.75,636.45,639.85,640.1,12225470.0
2021-06-30,638.3,640.8,629.8,631.45,630.9,14276494.0
2021-07-01,633.95,637.4,630.05,631.7,630.85,
2021-07-02,632.25,641.35,632.25,640.25,640.25,
2021-07-05,642.75,648.5,641.2,647.05,647.85,
2021-07-06,645.2,655.0,645.2,648.9,650.3,
2021-07-07,650.9,654.75,645.9,653.0,654.0,
2021-07-08,650.5,654.0,638.1,642.0,641.9,
2021-07-09,639.5,641.15,633.8,638.95,638.55,
2021-07-12,646.0,650.25,642.4,646.7,646.25,6992783.0
2021-07-13,655.15,666.35,653.0,664.0,664.95,19825411.0
2021-07-14,662.0,668.0,658.2,664.2,664.35,11648541.0
2021-07-15,665.1,669.6,661.1,665.4,667.45,8244429.0
2021-07-16,667.45,667.75,657.7,660.7,660.3,9212875.0
